feature_id,min_within_run_spearman,mem_r1_slope_count_per_mpa,mem_r2_slope_count_per_mpa,slope_ratio,mem_r1_r_squared,mem_r2_r_squared,allowed_use
q60_delta,1.000000000000,3.598693881715,1.643271443369,2.189957049541,0.980971528233,0.871653742469,relative_order_candidate_only
q70_delta,1.000000000000,3.555831374587,1.894481361433,1.876941862283,0.976462859116,0.914072823613,relative_order_candidate_only
q75_delta,1.000000000000,3.467718695506,1.919333227124,1.806730924313,0.953979816388,0.921182698146,relative_order_candidate_only
q80_delta,1.000000000000,3.981817841367,1.964350434917,2.027040476378,0.988937361243,0.939503349975,relative_order_candidate_only
