feature_id,cycle_id,stage_id,stage_ordinal,configuration,left_shift,right_shift,half_width,feature_value
MAG_F1_DW_Q90,C2,S4,4,21,0.025,0,0.026,1.15928656422674
MAG_F1_DW_Q90,C2,S4,4,22,0.025,0,0.033,1.16945297857378
MAG_F1_DW_Q90,C2,S4,4,23,0.025,0,0.042,1.18623311508486
MAG_F1_DW_Q90,C2,S4,4,24,0.025,0.025,0.026,1.17770213034189
MAG_F1_DW_Q90,C2,S4,4,25,0.025,0.025,0.033,1.18851611986959
MAG_F1_DW_Q90,C2,S4,4,26,0.025,0.025,0.042,1.19792650540842
MAG_F1_DW_Q90,C2,S5,5,0,-0.025,-0.025,0.026,1.38496480143846
MAG_F1_DW_Q90,C2,S5,5,1,-0.025,-0.025,0.033,1.38771033938426
MAG_F1_DW_Q90,C2,S5,5,2,-0.025,-0.025,0.042,1.39387626502089
MAG_F1_DW_Q90,C2,S5,5,3,-0.025,0,0.026,1.39646688014191
MAG_F1_DW_Q90,C2,S5,5,4,-0.025,0,0.033,1.40167613556902
MAG_F1_DW_Q90,C2,S5,5,5,-0.025,0,0.042,1.41608412599912
MAG_F1_DW_Q90,C2,S5,5,6,-0.025,0.025,0.026,1.40259568890666
MAG_F1_DW_Q90,C2,S5,5,7,-0.025,0.025,0.033,1.41943706155378
MAG_F1_DW_Q90,C2,S5,5,8,-0.025,0.025,0.042,1.4391828302932
MAG_F1_DW_Q90,C2,S5,5,9,0,-0.025,0.026,1.37356808142574
MAG_F1_DW_Q90,C2,S5,5,10,0,-0.025,0.033,1.37952585645144
MAG_F1_DW_Q90,C2,S5,5,11,0,-0.025,0.042,1.38922531839995
MAG_F1_DW_Q90,C2,S5,5,12,0,0,0.026,1.38445830113585
MAG_F1_DW_Q90,C2,S5,5,13,0,0,0.033,1.39350647016978
MAG_F1_DW_Q90,C2,S5,5,14,0,0,0.042,1.41032539332934
MAG_F1_DW_Q90,C2,S5,5,15,0,0.025,0.026,1.3985165932322
MAG_F1_DW_Q90,C2,S5,5,16,0,0.025,0.033,1.41515264598583
MAG_F1_DW_Q90,C2,S5,5,17,0,0.025,0.042,1.43747615074635
MAG_F1_DW_Q90,C2,S5,5,18,0.025,-0.025,0.026,1.37298807211587
MAG_F1_DW_Q90,C2,S5,5,19,0.025,-0.025,0.033,1.37516210577785
MAG_F1_DW_Q90,C2,S5,5,20,0.025,-0.025,0.042,1.38082436478483
MAG_F1_DW_Q90,C2,S5,5,21,0.025,0,0.026,1.38492694005018
MAG_F1_DW_Q90,C2,S5,5,22,0.025,0,0.033,1.38984855776033
MAG_F1_DW_Q90,C2,S5,5,23,0.025,0,0.042,1.40425112253654
MAG_F1_DW_Q90,C2,S5,5,24,0.025,0.025,0.026,1.39758894558181
MAG_F1_DW_Q90,C2,S5,5,25,0.025,0.025,0.033,1.41115082465547
MAG_F1_DW_Q90,C2,S5,5,26,0.025,0.025,0.042,1.42857805408424
MAG_F1_DW_Q90,C2,S6,6,0,-0.025,-0.025,0.026,1.49672582665645
MAG_F1_DW_Q90,C2,S6,6,1,-0.025,-0.025,0.033,1.50133293934332
MAG_F1_DW_Q90,C2,S6,6,2,-0.025,-0.025,0.042,1.50840827267346
MAG_F1_DW_Q90,C2,S6,6,3,-0.025,0,0.026,1.51130698809129
MAG_F1_DW_Q90,C2,S6,6,4,-0.025,0,0.033,1.5172407169635
MAG_F1_DW_Q90,C2,S6,6,5,-0.025,0,0.042,1.52483548573938
MAG_F1_DW_Q90,C2,S6,6,6,-0.025,0.025,0.026,1.51962573443633
MAG_F1_DW_Q90,C2,S6,6,7,-0.025,0.025,0.033,1.53490495594742
MAG_F1_DW_Q90,C2,S6,6,8,-0.025,0.025,0.042,1.5540510557099
MAG_F1_DW_Q90,C2,S6,6,9,0,-0.025,0.026,1.48592051198383
MAG_F1_DW_Q90,C2,S6,6,10,0,-0.025,0.033,1.48981851729007
MAG_F1_DW_Q90,C2,S6,6,11,0,-0.025,0.042,1.50215818108306
MAG_F1_DW_Q90,C2,S6,6,12,0,0,0.026,1.50094839165053
MAG_F1_DW_Q90,C2,S6,6,13,0,0,0.033,1.50439388877689
MAG_F1_DW_Q90,C2,S6,6,14,0,0,0.042,1.51904701855927
MAG_F1_DW_Q90,C2,S6,6,15,0,0.025,0.026,1.51904149909938
MAG_F1_DW_Q90,C2,S6,6,16,0,0.025,0.033,1.53368003556508
MAG_F1_DW_Q90,C2,S6,6,17,0,0.025,0.042,1.55297948430743
MAG_F1_DW_Q90,C2,S6,6,18,0.025,-0.025,0.026,1.48143950944033
MAG_F1_DW_Q90,C2,S6,6,19,0.025,-0.025,0.033,1.48595394224343
MAG_F1_DW_Q90,C2,S6,6,20,0.025,-0.025,0.042,1.4902272184032
MAG_F1_DW_Q90,C2,S6,6,21,0.025,0,0.026,1.50057980349021
MAG_F1_DW_Q90,C2,S6,6,22,0.025,0,0.033,1.50440173518268
MAG_F1_DW_Q90,C2,S6,6,23,0.025,0,0.042,1.51099909714376
MAG_F1_DW_Q90,C2,S6,6,24,0.025,0.025,0.026,1.51710299086202
MAG_F1_DW_Q90,C2,S6,6,25,0.025,0.025,0.033,1.52900647530044
MAG_F1_DW_Q90,C2,S6,6,26,0.025,0.025,0.042,1.54263101897674
MAG_F1_DW_Q90,C3,S0,0,0,-0.025,-0.025,0.026,0.0321611285756318
MAG_F1_DW_Q90,C3,S0,0,1,-0.025,-0.025,0.033,0.0328070682847261
MAG_F1_DW_Q90,C3,S0,0,2,-0.025,-0.025,0.042,0.0306603710863524
MAG_F1_DW_Q90,C3,S0,0,3,-0.025,0,0.026,0.0343113446387338
MAG_F1_DW_Q90,C3,S0,0,4,-0.025,0,0.033,0.0341968109473634
MAG_F1_DW_Q90,C3,S0,0,5,-0.025,0,0.042,0.0327065310453847
MAG_F1_DW_Q90,C3,S0,0,6,-0.025,0.025,0.026,0.0383019173334174
MAG_F1_DW_Q90,C3,S0,0,7,-0.025,0.025,0.033,0.0366540728649061
MAG_F1_DW_Q90,C3,S0,0,8,-0.025,0.025,0.042,0.0340081362035627
MAG_F1_DW_Q90,C3,S0,0,9,0,-0.025,0.026,0.0323875544237919
MAG_F1_DW_Q90,C3,S0,0,10,0,-0.025,0.033,0.0330285624221491
MAG_F1_DW_Q90,C3,S0,0,11,0,-0.025,0.042,0.0330951303769966
MAG_F1_DW_Q90,C3,S0,0,12,0,0,0.026,0.0350966839400373
MAG_F1_DW_Q90,C3,S0,0,13,0,0,0.033,0.0356161976540084
MAG_F1_DW_Q90,C3,S0,0,14,0,0,0.042,0.0361810643617433
MAG_F1_DW_Q90,C3,S0,0,15,0,0.025,0.026,0.0405840081688125
MAG_F1_DW_Q90,C3,S0,0,16,0,0.025,0.033,0.0399716008214175
MAG_F1_DW_Q90,C3,S0,0,17,0,0.025,0.042,0.0395245531369013
MAG_F1_DW_Q90,C3,S0,0,18,0.025,-0.025,0.026,0.0346612998284896
MAG_F1_DW_Q90,C3,S0,0,19,0.025,-0.025,0.033,0.0351598936668087
MAG_F1_DW_Q90,C3,S0,0,20,0.025,-0.025,0.042,0.0355667862941746
MAG_F1_DW_Q90,C3,S0,0,21,0.025,0,0.026,0.0401167435930179
MAG_F1_DW_Q90,C3,S0,0,22,0.025,0,0.033,0.0405659423620433
MAG_F1_DW_Q90,C3,S0,0,23,0.025,0,0.042,0.041679821320626
MAG_F1_DW_Q90,C3,S0,0,24,0.025,0.025,0.026,0.0448525345556117
MAG_F1_DW_Q90,C3,S0,0,25,0.025,0.025,0.033,0.0457139632135437
MAG_F1_DW_Q90,C3,S0,0,26,0.025,0.025,0.042,0.0458898434640405
MAG_F1_DW_Q90,C3,S1,1,0,-0.025,-0.025,0.026,0.572612241416801
MAG_F1_DW_Q90,C3,S1,1,1,-0.025,-0.025,0.033,0.578809723504933
MAG_F1_DW_Q90,C3,S1,1,2,-0.025,-0.025,0.042,0.58657188173375
MAG_F1_DW_Q90,C3,S1,1,3,-0.025,0,0.026,0.599434267420126
MAG_F1_DW_Q90,C3,S1,1,4,-0.025,0,0.033,0.605838688948364
MAG_F1_DW_Q90,C3,S1,1,5,-0.025,0,0.042,0.609826488453402
MAG_F1_DW_Q90,C3,S1,1,6,-0.025,0.025,0.026,0.611672880026118
MAG_F1_DW_Q90,C3,S1,1,7,-0.025,0.025,0.033,0.619088383671422
MAG_F1_DW_Q90,C3,S1,1,8,-0.025,0.025,0.042,0.628746895095976
MAG_F1_DW_Q90,C3,S1,1,9,0,-0.025,0.026,0.565698485020785
MAG_F1_DW_Q90,C3,S1,1,10,0,-0.025,0.033,0.572875857575159
MAG_F1_DW_Q90,C3,S1,1,11,0,-0.025,0.042,0.581407787189924
MAG_F1_DW_Q90,C3,S1,1,12,0,0,0.026,0.59218185994697
MAG_F1_DW_Q90,C3,S1,1,13,0,0,0.033,0.60016454937831
MAG_F1_DW_Q90,C3,S1,1,14,0,0,0.042,0.606659636279208
MAG_F1_DW_Q90,C3,S1,1,15,0,0.025,0.026,0.605129801775784
MAG_F1_DW_Q90,C3,S1,1,16,0,0.025,0.033,0.613774061338703
MAG_F1_DW_Q90,C3,S1,1,17,0,0.025,0.042,0.626101078838113
MAG_F1_DW_Q90,C3,S1,1,18,0.025,-0.025,0.026,0.563400523000523
MAG_F1_DW_Q90,C3,S1,1,19,0.025,-0.025,0.033,0.567315001988886
MAG_F1_DW_Q90,C3,S1,1,20,0.025,-0.025,0.042,0.573203635372466
MAG_F1_DW_Q90,C3,S1,1,21,0.025,0,0.026,0.590481592072365
MAG_F1_DW_Q90,C3,S1,1,22,0.025,0,0.033,0.594849039979579
MAG_F1_DW_Q90,C3,S1,1,23,0.025,0,0.042,0.597895517779482
MAG_F1_DW_Q90,C3,S1,1,24,0.025,0.025,0.026,0.603008868202846
MAG_F1_DW_Q90,C3,S1,1,25,0.025,0.025,0.033,0.60931898120087
MAG_F1_DW_Q90,C3,S1,1,26,0.025,0.025,0.042,0.61815237860331
MAG_F1_DW_Q90,C3,S2,2,0,-0.025,-0.025,0.026,1.46396362680971
MAG_F1_DW_Q90,C3,S2,2,1,-0.025,-0.025,0.033,1.47066128888016
MAG_F1_DW_Q90,C3,S2,2,2,-0.025,-0.025,0.042,1.48100933179888
MAG_F1_DW_Q90,C3,S2,2,3,-0.025,0,0.026,1.47736175847857
MAG_F1_DW_Q90,C3,S2,2,4,-0.025,0,0.033,1.48375028983835
MAG_F1_DW_Q90,C3,S2,2,5,-0.025,0,0.042,1.49502226405863
MAG_F1_DW_Q90,C3,S2,2,6,-0.025,0.025,0.026,1.48994178992968
MAG_F1_DW_Q90,C3,S2,2,7,-0.025,0.025,0.033,1.50095785741605
MAG_F1_DW_Q90,C3,S2,2,8,-0.025,0.025,0.042,1.50986570675121
MAG_F1_DW_Q90,C3,S2,2,9,0,-0.025,0.026,1.45557562688884
MAG_F1_DW_Q90,C3,S2,2,10,0,-0.025,0.033,1.45941471021091
MAG_F1_DW_Q90,C3,S2,2,11,0,-0.025,0.042,1.471527798773
MAG_F1_DW_Q90,C3,S2,2,12,0,0,0.026,1.46660153152244
MAG_F1_DW_Q90,C3,S2,2,13,0,0,0.033,1.47248610823851
MAG_F1_DW_Q90,C3,S2,2,14,0,0,0.042,1.48646472013353
MAG_F1_DW_Q90,C3,S2,2,15,0,0.025,0.026,1.48453553359783
MAG_F1_DW_Q90,C3,S2,2,16,0,0.025,0.033,1.49160778979101
MAG_F1_DW_Q90,C3,S2,2,17,0,0.025,0.042,1.50117315712334
MAG_F1_DW_Q90,C3,S2,2,18,0.025,-0.025,0.026,1.45045885139604
MAG_F1_DW_Q90,C3,S2,2,19,0.025,-0.025,0.033,1.45345906773184
MAG_F1_DW_Q90,C3,S2,2,20,0.025,-0.025,0.042,1.46661849628143
MAG_F1_DW_Q90,C3,S2,2,21,0.025,0,0.026,1.46213243517039
MAG_F1_DW_Q90,C3,S2,2,22,0.025,0,0.033,1.46760499126407
MAG_F1_DW_Q90,C3,S2,2,23,0.025,0,0.042,1.4802741782031
MAG_F1_DW_Q90,C3,S2,2,24,0.025,0.025,0.026,1.47906549367086
MAG_F1_DW_Q90,C3,S2,2,25,0.025,0.025,0.033,1.48795850666591
MAG_F1_DW_Q90,C3,S2,2,26,0.025,0.025,0.042,1.49742016128719
ETP_E1_CDIFF,C1,S0,0,0,-0.025,-0.025,0.026,0
ETP_E1_CDIFF,C1,S1,1,0,-0.025,-0.025,0.026,-0.0214602966488184
ETP_E1_CDIFF,C1,S2,2,0,-0.025,-0.025,0.026,0.010057199534965
ETP_E1_CDIFF,C1,S3,3,0,-0.025,-0.025,0.026,-0.0395921477438054
ETP_E1_CDIFF,C1,S4,4,0,-0.025,-0.025,0.026,0.0412758054308605
ETP_E1_CDIFF,C1,S5,5,0,-0.025,-0.025,0.026,0.0672068311815689
ETP_E1_CDIFF,C1,S6,6,0,-0.025,-0.025,0.026,0.0473079195160625
ETP_E1_CDIFF,C1,S0,0,1,-0.025,-0.025,0.033,0
ETP_E1_CDIFF,C1,S1,1,1,-0.025,-0.025,0.033,-0.0209754071959005
ETP_E1_CDIFF,C1,S2,2,1,-0.025,-0.025,0.033,0.0157561960154981
ETP_E1_CDIFF,C1,S3,3,1,-0.025,-0.025,0.033,-0.0354284468452842
ETP_E1_CDIFF,C1,S4,4,1,-0.025,-0.025,0.033,0.0451477754094811
ETP_E1_CDIFF,C1,S5,5,1,-0.025,-0.025,0.033,0.0749290396094406
ETP_E1_CDIFF,C1,S6,6,1,-0.025,-0.025,0.033,0.0474548007417215
ETP_E1_CDIFF,C1,S0,0,2,-0.025,-0.025,0.042,0
ETP_E1_CDIFF,C1,S1,1,2,-0.025,-0.025,0.042,-0.0210540114467156
ETP_E1_CDIFF,C1,S2,2,2,-0.025,-0.025,0.042,0.0200437707337581
ETP_E1_CDIFF,C1,S3,3,2,-0.025,-0.025,0.042,-0.0105284946010139
ETP_E1_CDIFF,C1,S4,4,2,-0.025,-0.025,0.042,0.0497552309634491
ETP_E1_CDIFF,C1,S5,5,2,-0.025,-0.025,0.042,0.0705893127996005
ETP_E1_CDIFF,C1,S6,6,2,-0.025,-0.025,0.042,0.0653331884578248
ETP_E1_CDIFF,C1,S0,0,3,-0.025,0,0.026,0
ETP_E1_CDIFF,C1,S1,1,3,-0.025,0,0.026,-0.0134718740776563
ETP_E1_CDIFF,C1,S2,2,3,-0.025,0,0.026,0.0141228894481676
ETP_E1_CDIFF,C1,S3,3,3,-0.025,0,0.026,-0.0203438375655403
ETP_E1_CDIFF,C1,S4,4,3,-0.025,0,0.026,0.0618266457549655
ETP_E1_CDIFF,C1,S5,5,3,-0.025,0,0.026,0.0740548563963831
ETP_E1_CDIFF,C1,S6,6,3,-0.025,0,0.026,0.0457449313951
ETP_E1_CDIFF,C1,S0,0,4,-0.025,0,0.033,0
ETP_E1_CDIFF,C1,S1,1,4,-0.025,0,0.033,-0.014348963337935
ETP_E1_CDIFF,C1,S2,2,4,-0.025,0,0.033,0.0186318675088658
ETP_E1_CDIFF,C1,S3,3,4,-0.025,0,0.033,-0.0221626241319096
ETP_E1_CDIFF,C1,S4,4,4,-0.025,0,0.033,0.0575903012428588
ETP_E1_CDIFF,C1,S5,5,4,-0.025,0,0.033,0.0821706176048572
ETP_E1_CDIFF,C1,S6,6,4,-0.025,0,0.033,0.0557857637475681
ETP_E1_CDIFF,C1,S0,0,5,-0.025,0,0.042,0
ETP_E1_CDIFF,C1,S1,1,5,-0.025,0,0.042,-0.0158109623645641
ETP_E1_CDIFF,C1,S2,2,5,-0.025,0,0.042,0.0251919967659999
ETP_E1_CDIFF,C1,S3,3,5,-0.025,0,0.042,0.000494504155423778
ETP_E1_CDIFF,C1,S4,4,5,-0.025,0,0.042,0.0541988509540888
ETP_E1_CDIFF,C1,S5,5,5,-0.025,0,0.042,0.100820295949214
ETP_E1_CDIFF,C1,S6,6,5,-0.025,0,0.042,0.0663513737622503
ETP_E1_CDIFF,C1,S0,0,6,-0.025,0.025,0.026,0
ETP_E1_CDIFF,C1,S1,1,6,-0.025,0.025,0.026,-0.00499693430994892
ETP_E1_CDIFF,C1,S2,2,6,-0.025,0.025,0.026,0.0192787687570696
ETP_E1_CDIFF,C1,S3,3,6,-0.025,0.025,0.026,0.00415703435623167
ETP_E1_CDIFF,C1,S4,4,6,-0.025,0.025,0.026,0.0765165598036644
ETP_E1_CDIFF,C1,S5,5,6,-0.025,0.025,0.026,0.0880024592783027
ETP_E1_CDIFF,C1,S6,6,6,-0.025,0.025,0.026,0.0405465929264512
ETP_E1_CDIFF,C1,S0,0,7,-0.025,0.025,0.033,0
ETP_E1_CDIFF,C1,S1,1,7,-0.025,0.025,0.033,-0.00513590665182226
ETP_E1_CDIFF,C1,S2,2,7,-0.025,0.025,0.033,0.019896241442614
ETP_E1_CDIFF,C1,S3,3,7,-0.025,0.025,0.033,-0.00957284035479104
ETP_E1_CDIFF,C1,S4,4,7,-0.025,0.025,0.033,0.074814520198503
ETP_E1_CDIFF,C1,S5,5,7,-0.025,0.025,0.033,0.0749150781103856
ETP_E1_CDIFF,C1,S6,6,7,-0.025,0.025,0.033,0.031944921174322
ETP_E1_CDIFF,C1,S0,0,8,-0.025,0.025,0.042,0
ETP_E1_CDIFF,C1,S1,1,8,-0.025,0.025,0.042,-0.00102507987740047
ETP_E1_CDIFF,C1,S2,2,8,-0.025,0.025,0.042,0.0208204074940158
ETP_E1_CDIFF,C1,S3,3,8,-0.025,0.025,0.042,0.0177379049443195
ETP_E1_CDIFF,C1,S4,4,8,-0.025,0.025,0.042,0.0719587158658699
ETP_E1_CDIFF,C1,S5,5,8,-0.025,0.025,0.042,0.080788666502849
ETP_E1_CDIFF,C1,S6,6,8,-0.025,0.025,0.042,0.0473583297040016
ETP_E1_CDIFF,C1,S0,0,9,0,-0.025,0.026,0
ETP_E1_CDIFF,C1,S1,1,9,0,-0.025,0.026,-0.0209580853273532
ETP_E1_CDIFF,C1,S2,2,9,0,-0.025,0.026,0.0121761884223748
ETP_E1_CDIFF,C1,S3,3,9,0,-0.025,0.026,-0.0690350327335291
ETP_E1_CDIFF,C1,S4,4,9,0,-0.025,0.026,-0.00536594530758952
ETP_E1_CDIFF,C1,S5,5,9,0,-0.025,0.026,0.0686286081122415
ETP_E1_CDIFF,C1,S6,6,9,0,-0.025,0.026,0.0207392463114324
ETP_E1_CDIFF,C1,S0,0,10,0,-0.025,0.033,0
ETP_E1_CDIFF,C1,S1,1,10,0,-0.025,0.033,-0.0264083819667014
ETP_E1_CDIFF,C1,S2,2,10,0,-0.025,0.033,0.0122729730236691
ETP_E1_CDIFF,C1,S3,3,10,0,-0.025,0.033,-0.0612272645406121
ETP_E1_CDIFF,C1,S4,4,10,0,-0.025,0.033,0.00515568388026023
ETP_E1_CDIFF,C1,S5,5,10,0,-0.025,0.033,0.0698150944326403
ETP_E1_CDIFF,C1,S6,6,10,0,-0.025,0.033,0.0234730778508541
ETP_E1_CDIFF,C1,S0,0,11,0,-0.025,0.042,0
ETP_E1_CDIFF,C1,S1,1,11,0,-0.025,0.042,-0.0270745302289959
ETP_E1_CDIFF,C1,S2,2,11,0,-0.025,0.042,0.0191367864233785
ETP_E1_CDIFF,C1,S3,3,11,0,-0.025,0.042,-0.0359841531083984
ETP_E1_CDIFF,C1,S4,4,11,0,-0.025,0.042,0.0367252092495424
ETP_E1_CDIFF,C1,S5,5,11,0,-0.025,0.042,0.0499142011971968
ETP_E1_CDIFF,C1,S6,6,11,0,-0.025,0.042,0.0319260039203903
ETP_E1_CDIFF,C1,S0,0,12,0,0,0.026,0
ETP_E1_CDIFF,C1,S1,1,12,0,0,0.026,-0.0138327275758772
ETP_E1_CDIFF,C1,S2,2,12,0,0,0.026,0.0194345236194685
ETP_E1_CDIFF,C1,S3,3,12,0,0,0.026,-0.0479339696796245
ETP_E1_CDIFF,C1,S4,4,12,0,0,0.026,0.0165981254958951
ETP_E1_CDIFF,C1,S5,5,12,0,0,0.026,0.0567385630716092
ETP_E1_CDIFF,C1,S6,6,12,0,0,0.026,0.0342565498200302
ETP_E1_CDIFF,C1,S0,0,13,0,0,0.033,0
ETP_E1_CDIFF,C1,S1,1,13,0,0,0.033,-0.0149035540919794
ETP_E1_CDIFF,C1,S2,2,13,0,0,0.033,0.0199605149087667
ETP_E1_CDIFF,C1,S3,3,13,0,0,0.033,-0.0455832204315857
ETP_E1_CDIFF,C1,S4,4,13,0,0,0.033,0.0151603730695509
ETP_E1_CDIFF,C1,S5,5,13,0,0,0.033,0.0574747358277618
ETP_E1_CDIFF,C1,S6,6,13,0,0,0.033,0.0346655828890989
ETP_E1_CDIFF,C1,S0,0,14,0,0,0.042,0
ETP_E1_CDIFF,C1,S1,1,14,0,0,0.042,-0.0179862877932464
ETP_E1_CDIFF,C1,S2,2,14,0,0,0.042,0.0249553828131091
ETP_E1_CDIFF,C1,S3,3,14,0,0,0.042,-0.0258493981049246
ETP_E1_CDIFF,C1,S4,4,14,0,0,0.042,0.0432346514927546
ETP_E1_CDIFF,C1,S5,5,14,0,0,0.042,0.045823324869607
ETP_E1_CDIFF,C1,S6,6,14,0,0,0.042,0.040121041211109
ETP_E1_CDIFF,C1,S0,0,15,0,0.025,0.026,0
ETP_E1_CDIFF,C1,S1,1,15,0,0.025,0.026,-0.0114175564343072
ETP_E1_CDIFF,C1,S2,2,15,0,0.025,0.026,0.0354185792781583
ETP_E1_CDIFF,C1,S3,3,15,0,0.025,0.026,-0.0297314640179947
ETP_E1_CDIFF,C1,S4,4,15,0,0.025,0.026,0.0313740804134005
ETP_E1_CDIFF,C1,S5,5,15,0,0.025,0.026,0.0808897066567445
ETP_E1_CDIFF,C1,S6,6,15,0,0.025,0.026,0.0454698788419393
ETP_E1_CDIFF,C1,S0,0,16,0,0.025,0.033,0
ETP_E1_CDIFF,C1,S1,1,16,0,0.025,0.033,-0.0113925151415254
ETP_E1_CDIFF,C1,S2,2,16,0,0.025,0.033,0.0312953134869681
ETP_E1_CDIFF,C1,S3,3,16,0,0.025,0.033,-0.0342557062349254
ETP_E1_CDIFF,C1,S4,4,16,0,0.025,0.033,0.0327424655536856
ETP_E1_CDIFF,C1,S5,5,16,0,0.025,0.033,0.0678694518325742
ETP_E1_CDIFF,C1,S6,6,16,0,0.025,0.033,0.0367741079994888
ETP_E1_CDIFF,C1,S0,0,17,0,0.025,0.042,0
ETP_E1_CDIFF,C1,S1,1,17,0,0.025,0.042,-0.0154571557178614
ETP_E1_CDIFF,C1,S2,2,17,0,0.025,0.042,0.0295299702824011
ETP_E1_CDIFF,C1,S3,3,17,0,0.025,0.042,-0.0121698678964594
ETP_E1_CDIFF,C1,S4,4,17,0,0.025,0.042,0.0556837445379398
ETP_E1_CDIFF,C1,S5,5,17,0,0.025,0.042,0.0576434401751839
ETP_E1_CDIFF,C1,S6,6,17,0,0.025,0.042,0.0410197855041348
ETP_E1_CDIFF,C1,S0,0,18,0.025,-0.025,0.026,0
ETP_E1_CDIFF,C1,S1,1,18,0.025,-0.025,0.026,-0.0239280800282204
ETP_E1_CDIFF,C1,S2,2,18,0.025,-0.025,0.026,0.0152976614636743
ETP_E1_CDIFF,C1,S3,3,18,0.025,-0.025,0.026,-0.0713175577342221
ETP_E1_CDIFF,C1,S4,4,18,0.025,-0.025,0.026,-0.017804108857805
ETP_E1_CDIFF,C1,S5,5,18,0.025,-0.025,0.026,0.0543506105086994
ETP_E1_CDIFF,C1,S6,6,18,0.025,-0.025,0.026,0.0157691379785093
ETP_E1_CDIFF,C1,S0,0,19,0.025,-0.025,0.033,0
ETP_E1_CDIFF,C1,S1,1,19,0.025,-0.025,0.033,-0.0281924358039509
ETP_E1_CDIFF,C1,S2,2,19,0.025,-0.025,0.033,0.0169810866033415
ETP_E1_CDIFF,C1,S3,3,19,0.025,-0.025,0.033,-0.065105205109389
ETP_E1_CDIFF,C1,S4,4,19,0.025,-0.025,0.033,-0.0141925106357484
ETP_E1_CDIFF,C1,S5,5,19,0.025,-0.025,0.033,0.048550927640309
ETP_E1_CDIFF,C1,S6,6,19,0.025,-0.025,0.033,-0.00410464774318564
ETP_E1_CDIFF,C1,S0,0,20,0.025,-0.025,0.042,0
ETP_E1_CDIFF,C1,S1,1,20,0.025,-0.025,0.042,-0.0203404004106147
ETP_E1_CDIFF,C1,S2,2,20,0.025,-0.025,0.042,0.0256241398710701
ETP_E1_CDIFF,C1,S3,3,20,0.025,-0.025,0.042,-0.06330990556442
ETP_E1_CDIFF,C1,S4,4,20,0.025,-0.025,0.042,-0.0044249863974606
ETP_E1_CDIFF,C1,S5,5,20,0.025,-0.025,0.042,0.0453232313503528
ETP_E1_CDIFF,C1,S6,6,20,0.025,-0.025,0.042,-0.00306187716870468
ETP_E1_CDIFF,C1,S0,0,21,0.025,0,0.026,0
ETP_E1_CDIFF,C1,S1,1,21,0.025,0,0.026,-0.0227523281424558
ETP_E1_CDIFF,C1,S2,2,21,0.025,0,0.026,0.0265515796595874
ETP_E1_CDIFF,C1,S3,3,21,0.025,0,0.026,-0.0534210053459649
ETP_E1_CDIFF,C1,S4,4,21,0.025,0,0.026,0.00930820128334642
ETP_E1_CDIFF,C1,S5,5,21,0.025,0,0.026,0.0535330032697496
ETP_E1_CDIFF,C1,S6,6,21,0.025,0,0.026,0.0371088724380273
ETP_E1_CDIFF,C1,S0,0,22,0.025,0,0.033,0
ETP_E1_CDIFF,C1,S1,1,22,0.025,0,0.033,-0.0338470599258543
ETP_E1_CDIFF,C1,S2,2,22,0.025,0,0.033,0.0372693060395317
ETP_E1_CDIFF,C1,S3,3,22,0.025,0,0.033,-0.0659429313618846
ETP_E1_CDIFF,C1,S4,4,22,0.025,0,0.033,-0.00207451121868119
ETP_E1_CDIFF,C1,S5,5,22,0.025,0,0.033,0.0556363164679259
ETP_E1_CDIFF,C1,S6,6,22,0.025,0,0.033,0.0309492548991957
ETP_E1_CDIFF,C1,S0,0,23,0.025,0,0.042,0
ETP_E1_CDIFF,C1,S1,1,23,0.025,0,0.042,-0.0223328850079763
ETP_E1_CDIFF,C1,S2,2,23,0.025,0,0.042,0.0442876699371833
ETP_E1_CDIFF,C1,S3,3,23,0.025,0,0.042,-0.0516422696154402
ETP_E1_CDIFF,C1,S4,4,23,0.025,0,0.042,0.0069527256982852
ETP_E1_CDIFF,C1,S5,5,23,0.025,0,0.042,0.0550233041097793
ETP_E1_CDIFF,C1,S6,6,23,0.025,0,0.042,0.024417398833395
ETP_E1_CDIFF,C1,S0,0,24,0.025,0.025,0.026,0
ETP_E1_CDIFF,C1,S1,1,24,0.025,0.025,0.026,-0.0137152298836037
ETP_E1_CDIFF,C1,S2,2,24,0.025,0.025,0.026,0.0340151859869137
ETP_E1_CDIFF,C1,S3,3,24,0.025,0.025,0.026,-0.047635124159384
ETP_E1_CDIFF,C1,S4,4,24,0.025,0.025,0.026,0.0195371483332263
ETP_E1_CDIFF,C1,S5,5,24,0.025,0.025,0.026,0.0637882775060173
ETP_E1_CDIFF,C1,S6,6,24,0.025,0.025,0.026,0.037846792050267
ETP_E1_CDIFF,C1,S0,0,25,0.025,0.025,0.033,0
ETP_E1_CDIFF,C1,S1,1,25,0.025,0.025,0.033,-0.0188201729844713
ETP_E1_CDIFF,C1,S2,2,25,0.025,0.025,0.033,0.0375092981219007
ETP_E1_CDIFF,C1,S3,3,25,0.025,0.025,0.033,-0.0492968896129247
ETP_E1_CDIFF,C1,S4,4,25,0.025,0.025,0.033,0.0175937151813446
ETP_E1_CDIFF,C1,S5,5,25,0.025,0.025,0.033,0.0590468189121138
ETP_E1_CDIFF,C1,S6,6,25,0.025,0.025,0.033,0.0247456205412164
ETP_E1_CDIFF,C1,S0,0,26,0.025,0.025,0.042,0
