cycle_id,stage_id,stage_ordinal,channel,good_from_S0,E1_channel,EDirect_channel,S0_reference_MAD
C2,S4,4,6,1,0.603880914476152,1.00475626210726,16.6303612185893
C2,S4,4,7,1,0.826940394809474,0.604699292845627,10.8610338993165
C2,S4,4,8,1,0.787858735988672,0.148327772918683,14.6074990506769
C2,S4,4,9,1,0.835663711713497,0.558414158810038,18.4694023000185
C2,S4,4,10,1,0.546361106673868,0.278893206146368,18.1668987644462
C2,S4,4,11,1,0.663140570747647,0.166670447478883,14.134453189375
C2,S4,4,12,1,0.491499315070835,0.174917120261869,21.0178683800638
C2,S4,4,13,1,0.374516951845537,0.309765882291974,20.0292216804705
C2,S4,4,14,1,0.566031443847006,0.179078705298702,16.2393295664791
C2,S4,4,15,1,0.430612524108279,0.232626963453003,21.7458946890827
C2,S4,4,16,1,0.652838088436406,0.480162159382909,17.5135256739724
C2,S4,4,17,1,0.540990544516312,0.157186420680062,20.6184220537301
C2,S4,4,18,1,0.552000902530333,0.435723614088071,16.5687438410744
C2,S4,4,19,1,0.187782803776467,0.24560910216294,25.3850779016355
C2,S4,4,20,1,0.513126206332005,0.711463504910694,11.4012673137187
C2,S5,5,1,1,0.128392567573736,0.32341723714054,13.250254295078
C2,S5,5,2,1,0.307866317464636,0.581437847696083,15.8441828960727
C2,S5,5,3,1,0.404652661310399,0.443445274717602,14.0096562935255
C2,S5,5,4,1,0.664563857913336,1.13331765871645,16.6431731644067
C2,S5,5,5,1,0.132388648893658,0.178955815789765,12.9012391898455
C2,S5,5,6,1,0.762907837989182,1.53076290242781,16.6303612185893
C2,S5,5,7,1,0.651795979807135,0.454282221183931,10.8610338993165
C2,S5,5,8,1,0.592368928209312,0.35847456755785,14.6074990506769
C2,S5,5,9,1,0.384070905257582,0.273366831841585,18.4694023000185
C2,S5,5,10,1,0.351952487933702,0.332957017848285,18.1668987644462
C2,S5,5,11,1,0.260766225951329,0.178571343124657,14.134453189375
C2,S5,5,12,1,0.271877778326575,0.571635253184777,21.0178683800638
C2,S5,5,13,1,0.147967762703732,0.253973040157857,20.0292216804705
C2,S5,5,14,1,0.317644159403698,0.0716645785625024,16.2393295664791
C2,S5,5,15,1,0.213369430814969,0.207194491587341,21.7458946890827
C2,S5,5,16,1,0.375122886937133,0.378053597765529,17.5135256739724
C2,S5,5,17,1,0.4641427098358,0.256502501661639,20.6184220537301
C2,S5,5,18,1,0.440049699334478,0.336754859595757,16.5687438410744
C2,S5,5,19,1,0.0930360954380559,0.42239646770316,25.3850779016355
C2,S5,5,20,1,0.582396135220023,0.956661843522463,11.4012673137187
C2,S6,6,1,1,0.0797473436384734,0.455186509743734,13.250254295078
C2,S6,6,2,1,0.54420405423214,1.63494424840563,15.8441828960727
C2,S6,6,3,1,0.208583026321168,0.169877549818743,14.0096562935255
C2,S6,6,4,1,1.1791914395716,1.878110488438,16.6431731644067
C2,S6,6,5,1,0.194506116230738,0.684948020691038,12.9012391898455
C2,S6,6,6,1,1.46447824045851,2.32317223272805,16.6303612185893
C2,S6,6,7,1,0.589298930676602,0.837523805038265,10.8610338993165
C2,S6,6,8,1,0.597066215861192,0.777814219109573,14.6074990506769
C2,S6,6,9,1,0.51608401099444,0.755471681886602,18.4694023000185
C2,S6,6,10,1,0.140487933883992,0.249169679809028,18.1668987644462
C2,S6,6,11,1,0.375976116887366,0.829185059545069,14.134453189375
C2,S6,6,12,1,-0.0252262261998692,0.0498086940658248,21.0178683800638
C2,S6,6,13,1,-0.0331993630052389,0.349527396327778,20.0292216804705
C2,S6,6,14,1,0.147314767010077,0.233624349559822,16.2393295664791
C2,S6,6,15,1,0.113955780316692,0.139070542517136,21.7458946890827
C2,S6,6,16,1,0.241019217679928,0.293169682132006,17.5135256739724
C2,S6,6,17,1,0.286867125875163,0.264387698945849,20.6184220537301
C2,S6,6,18,1,0.209306557503931,0.31843131588249,16.5687438410744
C2,S6,6,19,1,0.143754377434774,0.54184331576663,25.3850779016355
C2,S6,6,20,1,0.102715566816893,0.646739478818424,11.4012673137187
C3,S0,0,1,1,0,0,15.3594362901293
C3,S0,0,2,1,0,0,17.6905036731122
C3,S0,0,3,1,0,0,16.6553121169371
C3,S0,0,4,1,0,0,15.6996895394696
C3,S0,0,5,1,0,0,13.6819108902587
C3,S0,0,6,1,0,0,12.3435801138751
C3,S0,0,7,1,0,0,12.8726933731777
C3,S0,0,8,1,0,0,13.9104768632851
C3,S0,0,9,1,0,0,18.2682022150571
C3,S0,0,10,1,0,0,16.1310292819058
C3,S0,0,11,1,0,0,19.4069499243984
C3,S0,0,12,1,0,0,15.3401026132285
C3,S0,0,13,1,0,0,18.7599152225671
C3,S0,0,14,1,0,0,16.1841390325835
C3,S0,0,15,1,0,0,19.6990853134524
C3,S0,0,16,1,0,0,17.5942220280279
C3,S0,0,17,1,0,0,19.8711115698951
C3,S0,0,18,1,0,0,15.6767768492759
C3,S0,0,19,1,0,0,21.0820535875633
C3,S0,0,20,1,0,0,12.6258690793565
C3,S1,1,1,1,0.114887693416113,0.509523208657636,15.3594362901293
C3,S1,1,2,1,-0.0357944849021796,0.283963505307381,17.6905036731122
