feature_id,inclusive_n,inclusive_spearman,inclusive_lin_ccc,inclusive_affine_slope,inclusive_affine_intercept,inclusive_normalized_rmse,strict_n,strict_spearman,strict_lin_ccc,strict_normalized_rmse,excluded_stage_ids
MAG_F1_DW_Q90,7,0.964285714285714,0.978728848919605,1.08301087678739,-0.0723904573308825,0.0784030318109654,6,1,0.996187745202351,0.033489141678162,S2
MAG_F1_delta_S0,7,0.964285714285714,0.978521333858916,1.08301087678739,-0.0450411436963474,0.0787928954703528,6,1,0.993110032890101,0.045091381785676,S2
MEM_F4_ZSD,7,0.964285714285714,0.930959295865977,1.01890709747487,0.00630501975385481,0.13059081221677,6,1,0.979510533727493,0.0751062372634921,S2
ETP_E1_CDIFF,7,0.142857142857143,0.0194915005284448,1.27094972604791,0.280759829810912,3.41890668061613,7,0.142857142857143,0.0194915005284448,3.41890668061613,
ETP_E2_MOMENT,7,0.142857142857143,0.0388837796230251,0.576170313976597,0.300429460570817,1.86311110656119,7,0.142857142857143,0.0388837796230251,1.86311110656119,
ETP_EDirect,7,0.964285714285714,0.829476039752794,1.19883665144538,-0.0136421196923342,0.228053757284805,7,0.964285714285714,0.829476039752794,0.228053757284805,
ETP_E5_WELD,7,0.142857142857143,0.077791586902205,0.494958984735856,0.545654348086229,1.23104208539779,7,0.142857142857143,0.077791586902205,1.23104208539779,
ETP_E6_OUT,7,0.892857142857143,0.942677083856631,0.945183221269642,0.0298750020899336,0.107477505660704,7,0.892857142857143,0.942677083856631,0.107477505660704,
